更新时间,#genre#
MBCevery1대한외국인,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=mbcevery1%EB%8C%80%ED%95%9C%EC%99%B8%EA%B5%AD%EC%9D%B8&channel_id=newid_050&apikey=b97c7a7d0c82424bb607e141ef215779&auth=e5f40fb9-c61aa1c1-41a5f345-1ca9bbf7&ads.live=%5BCONTENT_LIVE%5D&ads.device_did=%7BPSID%7D&ads.ifa=%5BIFA%5D&ads.ifatype=%5BIFA_TYPE%5D&ads.lat=%5BLMT%5D&ads.donotsell=%5BDNS%5D&ads.ip=%5BIP%5D&ads.gdpr=%5BGDPR%5D&ads.gdprconsent=%5BGDPR_CONSENT%5D&ads.country=%5BCOUNTRY%5D&ads.us_privacy=%5BUS_PRIVACY%5D&ads.appstoreurl=%5BAPP_STOREURL%5D&ads.bundleid=%5BAPP_BUNDLE%5D&ads.app.name=%7BAPP_NAME%7D&ads.appversion=%5BAPP_VERSION%5D&ads.devicetype=%5BDEVICE_TYPE%5D&ads.devicemake=%5BDEVICE_MAKE%5D&ads.devicemodel=%5BDEVICE_MODEL%5D&ads.targetad=%5BTARGETAD_ALLOWED%5D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
MBCevery1어서와한국은처음이지,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=mbcevery1%EC%96%B4%EC%84%9C%EC%99%80%ED%95%9C%EA%B5%AD%EC%9D%80%EC%B2%98%EC%9D%8C%EC%9D%B4%EC%A7%80&channel_id=newid_051&apikey=b97c7a7d0c82424bb607e141ef215779&auth=7084db2c-f0e83132-b6b83cac-2a5b2b04&ads.live=%5BCONTENT_LIVE%5D&ads.device_did=%7BPSID%7D&ads.ifa=%5BIFA%5D&ads.ifatype=%5BIFA_TYPE%5D&ads.lat=%5BLMT%5D&ads.donotsell=%5BDNS%5D&ads.ip=%5BIP%5D&ads.gdpr=%5BGDPR%5D&ads.gdprconsent=%5BGDPR_CONSENT%5D&ads.country=%5BCOUNTRY%5D&ads.us_privacy=%5BUS_PRIVACY%5D&ads.appstoreurl=%5BAPP_STOREURL%5D&ads.bundleid=%5BAPP_BUNDLE%5D&ads.app.name=%7BAPP_NAME%7D&ads.appversion=%5BAPP_VERSION%5D&ads.devicetype=%5BDEVICE_TYPE%5D&ads.devicemake=%5BDEVICE_MAKE%5D&ads.devicemodel=%5BDEVICE_MODEL%5D&ads.targetad=%5BTARGETAD_ALLOWED%5D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
KBSNewSD韩国放送公社24小时新闻和资讯频道,http://mytv.dothome.co.kr/ch/catv/1.php
MBC나혼자산다,https://d3778iurtj3xv6.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-kg9gdipudll7l-prod/Channel_MBC_7.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
KBSJoy韩国放送公社综艺频道,http://mytv.dothome.co.kr/ch/catv/3.php
MBC라디오스타,https://dtdgcbd6j2fak.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-n4zydfj68vgn1-prod/Channel_MBC_9.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
MBC+,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=mbc+&channel_id=newid_055&apikey=b97c7a7d0c82424bb607e141ef215779&auth=48d483bb-2b2272fe-dc2d0f8a-f19168c8&ads.live=%5BCONTENT_LIVE%5D&ads.device_did=%7BPSID%7D&ads.ifa=%5BIFA%5D&ads.ifatype=%5BIFA_TYPE%5D&ads.lat=%5BLMT%5D&ads.donotsell=%5BDNS%5D&ads.ip=%5BIP%5D&ads.gdpr=%5BGDPR%5D&ads.gdprconsent=%5BGDPR_CONSENT%5D&ads.country=%5BCOUNTRY%5D&ads.us_privacy=%5BUS_PRIVACY%5D&ads.appstoreurl=%5BAPP_STOREURL%5D&ads.bundleid=%5BAPP_BUNDLE%5D&ads.app.name=%7BAPP_NAME%7D&ads.appversion=%5BAPP_VERSION%5D&ads.devicetype=%5BDEVICE_TYPE%5D&ads.devicemake=%5BDEVICE_MAKE%5D&ads.devicemodel=%5BDEVICE_MODEL%5D&ads.targetad=%5BTARGETAD_ALLOWED%5D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
FOX23CapeGirardeauMOKBSIDT1720pNot247,https://live.field59.com/kbsi/kbsi1/playlist.m3u8
KMBCDT2720p,https://cvtv.cvalley.net/hls/KMBCMeTV/KMBCMeTV.m3u8
KMBCDT1720p,https://cvtv.cvalley.net/hls/KMBCABC/KMBCABC.m3u8
SBS런닝맨,https://d3ctbhz5tcf42v.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-7g3mhwldqil59-prod/hls-harvester2-1293-prod/us-east-1/cc-7g3mhwldqil59/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
SBSG1360pNot247,http://wbin79.direct.quickconnect.to:9981/stream/channelid/1874794418?profile=pass
MBCevery1kCOPS,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=mbcevery1k-cops&channel_id=newid_054&apikey=b97c7a7d0c82424bb607e141ef215779&auth=dda4572e-1dd0e20d-2b30c063-c763f83b&ads.live=%5BCONTENT_LIVE%5D&ads.device_did=%7BPSID%7D&ads.ifa=%5BIFA%5D&ads.ifatype=%5BIFA_TYPE%5D&ads.lat=%5BLMT%5D&ads.donotsell=%5BDNS%5D&ads.ip=%5BIP%5D&ads.gdpr=%5BGDPR%5D&ads.gdprconsent=%5BGDPR_CONSENT%5D&ads.country=%5BCOUNTRY%5D&ads.us_privacy=%5BUS_PRIVACY%5D&ads.appstoreurl=%5BAPP_STOREURL%5D&ads.bundleid=%5BAPP_BUNDLE%5D&ads.app.name=%7BAPP_NAME%7D&ads.appversion=%5BAPP_VERSION%5D&ads.devicetype=%5BDEVICE_TYPE%5D&ads.devicemake=%5BDEVICE_MAKE%5D&ads.devicemodel=%5BDEVICE_MODEL%5D&ads.targetad=%5BTARGETAD_ALLOWED%5D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
SBS정글의법칙,https://d1qhklddeqjbtp.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-35rocwtlqy12b-prod/hls-harvester2-1293-prod/us-east-1/cc-35rocwtlqy12b/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
NHKワールドプレミアム,https://cdn.skygo.mn/live/disk1/NHK_World_Premium/HLSv3-FTA/NHK_World_Premium.m3u8
SBS백종원의골목식당,https://d2riuzghn0kt92.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-et8hq9b8jg99x-prod/hls-harvester2-1293-prod/us-east-1/cc-et8hq9b8jg99x/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
MBC지붕뚫고하이킥,https://dgaj785lmfjju.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-jsnzm21r7lwrj-prod/Channel_MBC_10.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
SBS불타는청춘,https://d3ev7kkpknycu4.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-bedw21gabjfhb-prod/hls-harvester2-1293-prod/us-east-1/cc-bedw21gabjfhb/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
MBC거침없이하이킥,https://dxkp9eljtcams.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i6xnah4o9mnn8-prod/Channel_MBC_6.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
MBC2,https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel2/index.m3u8
韩国EBS少儿频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
韩国EBS第一频道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
韩国EBS儿童频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
SBS미운우리새끼,https://d2h2h4q3zieeav.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-49nq9623vilm8-prod/hls-harvester2-1293-prod/us-east-1/cc-49nq9623vilm8/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
MBC41080p,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-4/24f134f1cd63db9346439e96b86ca6ed/index.m3u8
MBCBollywood1080pGeoblocked,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-bollywood/546eb40d7dcf9a209255dd2496903764/index.m3u8
MBCChungbukMBC충북720pNot247,http://211.33.246.4:32954/cj_live/myStream.sdp/playlist.m3u8
MBCGangwonMBC강원영동1080pNot247,http://123.254.93.7:1935/tvlive/livestream2/playlist.m3u8
SBS집사부일체,https://d2c6t9pg1qq2i.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-xk9ndm117p4tj-prod/hls-harvester2-1293-prod/us-east-1/cc-xk9ndm117p4tj/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
MBC3,https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel3/index.m3u8
MBC5,https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel5/index.m3u8
MBC1,https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel1/index.m3u8
MBC4,https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel4/index.m3u8
KBSStory480p,http://mytv.dothome.co.kr/ch/catv/4.php
NationalAssemblyTV韩国国会电视台,https://m.webcast.go.kr/live/_definst_/smil:natv_720p.smil/playlist.m3u8
KBSKids480p,http://mytv.dothome.co.kr/ch/catv/6.php
SBSJIBS720pNot247,http://123.140.197.22/stream/1/play.m3u8
MBC11080p,https://mbc1-enc.edgenextcdn.net/out/v1/0965e4d7deae49179172426cbfb3bc5e/index.m3u8
MBCMasr1080p,https://mbc1-enc.edgenextcdn.net/out/v1/d5036cabf11e45bf9d0db410ca135c18/index.m3u8
KBSLife480p,http://mytv.dothome.co.kr/ch/catv/5.php
SBS순간포착세상에이런일이,https://dp3r8qzh7xgdp.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ua8hvwhk9ajic-prod/hls-harvester2-1293-prod/us-east-1/cc-ua8hvwhk9ajic/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
SBS생활의달인,https://dgjj0tcconmvk.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ejefxdqh8872z-prod/hls-harvester2-1293-prod/us-east-1/cc-ejefxdqh8872z/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
KBSLIFE,http://mytv.dothome.co.kr/ch/catv/5.php
SBS똑바로살아라,https://d3j0mi1rfmansu.cloudfront.net/v1/master/72588bff830dec7b26d7cbbf5f3c24928aec5c03/cc-p7u2m4ayh1qsb-stage/hls-harvester2-1293-prod/us-east-1/cc-p7u2m4ayh1qsb/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
SBS패밀리가떴다,https://d1rio2j9o2hqtj.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-1nujk65i146oc-ssai-prd/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
SBS스페셜,https://d9elvao5pl5dr.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-l3cinzxwxwpnp-prod/hls-harvester2-1293-prod/us-east-1/cc-l3cinzxwxwpnp/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
韩国EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
KBSJoy480p,http://mytv.dothome.co.kr/ch/catv/3.php
MBCMokpo목포MBC720pNot247,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
MBCDaejeon대전MBC720pNot247,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8
MBCDaegu대구MBC480pNot247,https://5ee1ec6f32118.streamlock.net/live/livetv/playlist.m3u8
MBCYeosu여수MBC1080pNot247,https://5c3639aa99149.streamlock.net/live_TV/tv/playlist.m3u8
KBShinya,https://www.goodiptv.club/douyu/8970851
TVB星河频道粤语,https://lb1-live-mv.v2h-cdn.com/hls/fddb/xinghe/xinghe.m3u8
CnaNews新加坡亚洲新闻频道,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
ArirangTV,http://wbin79.direct.quickconnect.to:9981/stream/channelid/1048684267?profile=pass
Arirang阿里郎,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
ArirangTV1080p,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
ArirangUN,https://amdlive-ch02-ctnd-com.akamaized.net/arirang_2ch/smil:arirang_2ch.smil/playlist.m3u8
天映马来西亚,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Celestial

欧美频道,#genre#
Discovery亚洲台美国华纳兄弟探索频道亚洲台,http://125.227.210.55:8154/VideoInput/play.ts
BloombergTVEurope720p,https://bloomberg.com/media-manifest/streams/eu.m3u8
DiscoveryScienceCEE,http://ott.watch/stream/E9LDH2ZCN7/146.m3u8
DiscoveryChannelCEE,http://ott.watch/stream/E9LDH2ZCN7/177.m3u8
France24Arabic1080p,https://live.france24.com/hls/live/2037222-b/F24_AR_HI_HLS/master_5000.m3u8
France24Español1080p,https://live.france24.com/hls/live/2037220-b/F24_ES_HI_HLS/master_5000.m3u8
France24English1080p,https://live.france24.com/hls/live/2037218-b/F24_EN_HI_HLS/master_5000.m3u8
France24FASTEnglish,https://amg00106-amg00106c1-rakuten-uk-4654.playouts.now.amagi.tv/playlist/amg00106-france24fast-france24-rakutenuk/playlist.m3u8
WBTVHBOBoxing1080pGeoblocked,https://livetv-fa.tubi.video/wbd-hbo-boxing/playlist.m3u8
Bloomberg美国彭博新闻社,http://125.227.210.55:8161/VideoInput/play.ts
DW德国之声新闻频道,http://125.227.210.55:42534/VideoInput/play.ts
DWNews,https://www.youtube.com/watch?v=LuKwFajn37U
BloombergNewsAsia,https://www.bloomberg.com/media-manifest/streams/asia.m3u8
ABC2BaltimoreMDWMAR720p,https://livetv-fa.tubi.video/wmar/playlist.m3u8
BloombergTelevision,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62b976b93279cb000772c6f9/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c796a44-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=cd2f458e-d0fb-480d-8f4f-3d15b67ed17c
Bloomberg美国彭博财经频道,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
BloombergTVAsia720p,https://bloomberg.com/media-manifest/streams/asia.m3u8
BloombergHT720pNot247,https://tv.ensonhaber.com/bloomberght/bloomberght.m3u8
BloombergTVAustralia270p,https://bloomberg.com/media-manifest/streams/aus.m3u8
BloombergTVAsiaLiveEvent720p,https://bloomberg.com/media-manifest/streams/asia-event.m3u8
BloombergTVEMEALiveEvent720p,https://bloomberg.com/media-manifest/streams/eu-event.m3u8
BloombergTV2160p,https://66e4bbba.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/TEctZ2JfQmxvb21iZXJnVFZQbHVzX0hMUw/playlist.m3u8
BloombergTVUSLiveEvent720p,https://bloomberg.com/media-manifest/streams/us-event.m3u8
BloombergTVUSPoliticsLiveEvent720p,https://bloomberg.com/media-manifest/streams/politics.m3u8
BloombergTV+U,https://d3h4bmiab2fzqu.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/Bloomberg-kr-prod/index.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
BloombergOriginals,https://dq6jn3uge31mm.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/BloombergQuicktake-kr-prod/index.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
CNBCASIA财经台,http://220.132.15.209:5008/4gtv-live130/index.m3u8
BloombergTVMongolia,https://cdn3.skygo.mn/live/disk1/BloombergMon/HLS-FTA/BloombergMon.m3u8
DWعربية,https://www.youtube.com/watch?v=AGkp2AL8e7o
DWEspañol,https://www.youtube.com/watch?v=g3vbKsbx87I
NBC11BaltimoreMDWBAL720p,https://livetv-fa.tubi.video/wbal/playlist.m3u8
PBSMPTBaltimoreMDWMPB1080p,https://2-fss-2.streamhoster.com/pl_138/amlst:201814-1291584/playlist.m3u8
USBloombergTV2,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8?zshijd
WDWLDT1TeleadoraciónEnlacePR720pNot247,https://5cb1ee4d59ac0.streamlock.net/enlacepr1/enlacepr1/playlist.m3u8

体育赛事,#genre#
劲爆体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=1cc947d86cb584c31c31c88c005d55965238dbfff7ed75fca8451aed0b564786fde7e4b327e93b92dc96ef57e64e3bb56e8a9e921338080cdae817cb6125d8450b687659ecfee06be9c5d53ac6
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;amp;time=20240926215313&amp;amp;ip=111.229.253.40
体育赛事,https://ldcctvwbcdbd.a.bdydns.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?BR=ud
RedBullTV体育,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
屿风体育,https://www.goodiptv.club/douyu/10329889
辽宁体育,https://stream1.freetv.fun/liao-zhu-ti-yu-5.m3u8

新闻资讯,#genre#
第一财经,https://migu.188766.xyz/?migutoken=b8d7dbd0bc89492df1c76fe83baa3f8d&id=%E4%B8%8A%E6%B5%B7%E7%AC%AC%E4%B8%80%E8%B4%A2%E7%BB%8F&type=yy
FOXNews美国福克斯新闻频道,http://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
LiveNowFOX美国福克斯新闻频道,https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
CNNNews美国有线电视新闻网,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_4_1064000.m3u8
TVBS选新闻,https://www.youtube.com/watch?v=o_-hSMgpAzs
中视新闻频道TaiwanCTVnewsLive,https://www.youtube.com/watch?v=TCnaIE_SAtM
民视新闻网FormosaTVNewsnetwork,https://www.youtube.com/watch?v=ylYJSBUgaMA
TVB神州新闻频道,https://lb1-live-mv.v2h-cdn.com/hls/feca/mainland/mainland.m3u8
北京新闻,https://migu.188766.xyz/?migutoken=ba19412c1bcff9438e4aa4eaf7410e43&id=%E5%8C%97%E4%BA%AC%E6%96%B0%E9%97%BB&type=yy
北京财经,https://migu.188766.xyz/?migutoken=debab7233813a268c34754a611c9f1fb&id=%E5%8C%97%E4%BA%AC%E8%B4%A2%E7%BB%8F&type=yy
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
娱乐新闻频道北美,https://amg01868-amg01868c5-tvbanywhere-us-4493.playouts.now.amagi.tv/playlist/amg01868-tvbusa-tvbe-tvbanywhereus/playlist.m3u8
娱乐新闻频道,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Tvbentertainment
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
半岛新闻1080p,https://live-hls-web-aje.getaj.net/AJE/01.m3u8
宿州新闻综合1080pNot247,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
鹤壁新闻综合480pNot247,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8
上虞1新闻综合720pNot247,https://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
余姚新闻综合576p,https://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
靖江新闻综合480pNot247,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
新昌新闻综合1080pNot247,https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
江津新闻综合480p,http://222.179.155.21:1935/ch1.m3u8
辽源新闻综合Geoblocked,https://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8
白城新闻综合Geoblocked,https://stream2.jlntv.cn/baicheng1/sd/live.m3u8
四平新闻综合Geoblocked,https://stream2.jlntv.cn/sptv/sd/live.m3u8
农安新闻综合Geoblocked,https://stream2.jlntv.cn/naxw/sd/live.m3u8
白山新闻综合Geoblocked,https://stream2.jlntv.cn/baishan1/sd/live.m3u8
松原新闻综合Geoblocked,https://stream2.jlntv.cn/sytv/sd/live.m3u8
吉林市新闻综合Geoblocked,https://stream2.jlntv.cn/jilin1/sd/live.m3u8
延边新闻综合Geoblocked,https://stream2.jlntv.cn/jlyb/sd/live.m3u8
武进新闻576pNot247,https://live.wjyanghu.com/live/CH1.m3u8
通化新闻Geoblocked,https://stream2.jlntv.cn/tonghua1/sd/live.m3u8
CGNT新闻频道,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
萧山新闻综合720pNot247,https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
中国蓝新闻,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
六合新闻综合,http://p2hs.vzan.com/720020/432453820030502236/live.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
邯郸新闻,http://bclivepull.handannews.com.cn/BClive/NewsBroadcast.m3u8
嘉兴新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
凉山新闻综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicdhttp://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
朝阳新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
六安新闻综合,http://ls.qingting.fm/live/267.m3u8
山东新闻,http://ls.qingting.fm/live/60180.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
旺苍新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
三明新闻综合,https://ls.qingting.fm/live/5022100/64k.m3u8
